AÑO;MES;PAIS_ORIGEN;CCAA;PROVINCIA;INIDICE_PERCEPCION_TURISTICA_GLOBAL;INDICE_SATISFACCION_PRODUCTOS_TURISTICOS;INDICE_PERCEPCION_SEGURIDAD;INDICE_PERCEPCION_CLIMATICA
2020;1;Total;Castilla y León;Ávila;86.1;62.61;98.5;91.07
2020;1;Total;Cataluña;Barcelona;79.76;61.3;89.78;77.76
2020;1;Total;Cataluña;Girona;79.11;70.24;86.8;67.98
2020;1;Total;Cataluña;Lleida;80.44;63.28;84.09;84.93
2020;1;Total;Cataluña;Tarragona;81.63;68.31;89.44;83.27
2020;1;Total;Comunidad Foral de Navarra;Navarra;84.65;73.52;91.08;81.07
2020;1;Total;Comunidad de Madrid;Madrid;84.87;67.45;92.8;87.18
2020;1;Total;Comunitat Valenciana;Alicante/Alacant;78.51;65.58;94.14;62.39
2020;1;Total;Comunitat Valenciana;Castellón/Castelló;82.25;68.78;86.38;82.79
2020;1;Total;Comunitat Valenciana;Valencia/València;82.31;66.08;93.3;78
2020;1;Total;Extremadura;Badajoz;81.95;60.71;93.32;82.95
2020;1;Total;Extremadura;Cáceres;88.87;77.05;92.82;96.95
2020;1;Total;Galicia;A Coruña;83.72;70.22;91.44;80.87
2020;1;Total;Galicia;Lugo;84.24;71.08;94.6;78.15
2020;1;Total;Galicia;Ourense;84.77;69.63;95.18;81.32
2020;1;Total;Galicia;Pontevedra;83.14;68.78;92.78;78.68
2020;1;Total;Illes Balears;Illes Balears;83.91;70.24;94.52;77.91
2020;1;Total;La Rioja;La Rioja;79.47;60.06;83.73;85.35
2020;1;Total;País Vasco;Araba/Álava;64.64;21.62;81.18;93.85
2020;1;Total;País Vasco;Bizkaia;83.6;63.83;94.22;85.25
2020;1;Total;País Vasco;Gipuzkoa;79.32;66.39;92.61;66.49
2020;1;Total;Principado de Asturias;Asturias;83.66;69.4;94.28;78.22
2020;1;Total;Región de Murcia;Murcia;82.27;60.93;92.92;84.46
2020;2;Alemania;Canarias;Santa Cruz de Tenerife;72.71;74.38;94.17;41.1
2020;2;Alemania;Comunidad de Madrid;Madrid;87.24;75.81;89.97;90.04
2020;2;Alemania;Comunitat Valenciana;Valencia/València;71.73;69.58;87.28;62.69
2020;2;España;Andalucía;Almería;81.62;62.93;82.55;97.1
2020;2;España;Andalucía;Cádiz;85.41;65.47;89.93;95.14
2020;2;España;Andalucía;Córdoba;87.19;65.95;93.28;97.69
2020;2;España;Andalucía;Granada;81.18;56.53;88.09;94.5
2020;2;España;Andalucía;Huelva;82.4;69.7;74.64;96.4
2020;2;España;Andalucía;Jaén;86.57;65.63;92.64;96.35
2020;2;España;Andalucía;Málaga;81.51;63.47;91.94;79.56
2020;2;España;Andalucía;Sevilla;84.8;64.41;88.94;95.18
2020;2;España;Aragón;Huesca;69.58;70.03;42.2;86.23
2020;2;España;Canarias;Las Palmas;80.48;66.14;92.64;75.28
2020;2;España;Canarias;Santa Cruz de Tenerife;79.25;60.89;94.25;74.15
2020;2;España;Cantabria;Cantabria;77.19;72.3;92.91;50.52
2020;2;España;Cataluña;Barcelona;84.48;61.7;90.52;96.76
2020;2;España;Cataluña;Girona;81.9;62.53;84.65;97
2020;2;España;Cataluña;Lleida;77.08;66.56;78.75;98.28
2020;2;España;Cataluña;Tarragona;78.73;66.87;77.78;95.37
2020;2;España;Comunidad Foral de Navarra;Navarra;82.54;69.19;89.08;97.29
2020;2;España;Comunidad de Madrid;Madrid;87.68;70.12;91.84;96.36
2020;2;España;Comunitat Valenciana;Alicante/Alacant;77.66;64.53;94.18;61.35
2020;2;España;Comunitat Valenciana;Castellón/Castelló;79.96;68.7;94.71;70.41
2020;2;España;Comunitat Valenciana;Valencia/València;79.83;61.38;91.88;88.72
2020;2;España;Extremadura;Cáceres;89.98;76.7;92.28;97.13
2020;2;España;Galicia;A Coruña;85.29;64.66;93.58;92.57
2020;2;España;Galicia;Pontevedra;88.28;68.74;95.73;95.76
2020;2;España;Illes Balears;Illes Balears;80.32;51.72;92.09;94.33
2020;2;España;La Rioja;La Rioja;72.13;42.1;76.79;94.68
2020;2;España;País Vasco;Araba/Álava;67.62;50.78;58.28;96.35
2020;2;España;País Vasco;Bizkaia;73.47;47.89;79.7;94.71
2020;2;España;País Vasco;Gipuzkoa;78.14;69.09;90.49;61.05
2020;2;España;Principado de Asturias;Asturias;78.29;58.35;84.76;83.65
2020;2;España;Región de Murcia;Murcia;80.41;59.45;90.78;95.33
2020;2;Estados Unidos de América;Cataluña;Barcelona;64.8;36.04;79.9;89.75
2020;2;Francia;Andalucía;Córdoba;84.03;72.89;88.34;82.64
2020;2;Francia;Andalucía;Málaga;68.21;68.17;47.55;73.96
2020;2;Francia;Canarias;Santa Cruz de Tenerife;81.22;74.14;89.1;79.51
2020;2;Francia;Cataluña;Barcelona;80.26;67.35;89.82;90.39
2020;2;Francia;Comunidad de Madrid;Madrid;82.22;69.8;78.15;91.36
2020;2;Francia;Illes Balears;Illes Balears;91.21;82.11;94.69;92.69
2020;2;Italia;Andalucía;Granada;56.29;18.88;83.06;98.15
2020;2;Italia;Cataluña;Barcelona;85.9;64.81;95.2;96.43
2020;2;Reino Unido;Andalucía;Cádiz;80.14;60.11;91.48;87.31
2020;2;Reino Unido;Andalucía;Granada;80.74;62.07;91.04;95.86
2020;2;Reino Unido;Andalucía;Málaga;84.15;65.57;96.77;82.37
2020;2;Reino Unido;Andalucía;Sevilla;90.51;76.49;98.27;92.33
2020;2;Reino Unido;Canarias;Las Palmas;82.04;73.19;97.47;64.7
2020;2;Reino Unido;Canarias;Santa Cruz de Tenerife;81.98;66.39;97.3;78.51
2020;2;Reino Unido;Cantabria;Cantabria;82.67;73.1;91.17;86.84
2020;2;Reino Unido;Cataluña;Barcelona;79.49;62.55;94.54;85.01
2020;2;Reino Unido;Comunidad de Madrid;Madrid;86.21;68.79;94.48;90.14
2020;2;Reino Unido;Comunitat Valenciana;Alicante/Alacant;87.2;70.39;97.83;90.32
2020;2;Reino Unido;Comunitat Valenciana;Valencia/València;80.62;73.57;91.8;82.94
2020;2;Reino Unido;Illes Balears;Illes Balears;88;69.93;96.03;92.83
2020;2;Reino Unido;País Vasco;Bizkaia;87.64;72.25;95.12;92.73
2020;2;Total;Andalucía;Almería;83.53;64.68;89.6;88.99
2020;2;Total;Andalucía;Cádiz;83.22;62.97;92.32;86.52
2020;2;Total;Andalucía;Córdoba;82.05;63.22;91.28;82.78
2020;2;Total;Andalucía;Granada;84.7;65.15;92.3;89.87
2020;2;Total;Andalucía;Huelva;84.81;65.69;90.05;92.35
2020;2;Total;Andalucía;Jaén;84.93;61.97;91.57;95.48
2020;2;Total;Andalucía;Málaga;85.22;67.68;94.52;86.23
2020;2;Total;Andalucía;Sevilla;86.99;71.63;92.36;91.17
2020;2;Total;Aragón;Huesca;75.67;67.47;57.54;92.65
2020;2;Total;Aragón;Teruel;80.37;76.17;66.06;90.81
2020;2;Total;Aragón;Zaragoza;88.88;72.99;93.4;95.86
2020;2;Total;Canarias;Las Palmas;81.87;69.25;95.37;69.94
2020;2;Total;Canarias;Santa Cruz de Tenerife;82.9;69.29;93.64;76.08
2020;2;Total;Cantabria;Cantabria;82.66;67.39;89;82.98
2020;2;Total;Castilla - La Mancha;Albacete;83.46;72.47;87.69;81.66
2020;2;Total;Castilla - La Mancha;Ciudad Real;76.21;65.24;87.92;61.03
2020;2;Total;Castilla - La Mancha;Cuenca;84.75;77.52;91.42;76.28
2020;2;Total;Castilla - La Mancha;Guadalajara;79.94;55.96;88.18;86.8
2020;2;Total;Castilla - La Mancha;Toledo;74.47;73.62;63.77;73.02
2020;2;Total;Castilla y León;León;87.77;73.68;96.19;87.23
2020;2;Total;Castilla y León;Palencia;89.92;81.05;88.81;95.85
2020;2;Total;Castilla y León;Segovia;87.67;76.44;94.21;85.89
2020;2;Total;Castilla y León;Soria;79.5;77.66;83.9;64.11
2020;2;Total;Castilla y León;Zamora;83.34;69.74;96.48;73.9
2020;2;Total;Castilla y León;Ávila;86.04;77.39;91.26;81.77
2020;2;Total;Cataluña;Barcelona;82.57;62.55;90;87.23
2020;2;Total;Cataluña;Girona;84.76;70.29;89.14;87.74
2020;2;Total;Cataluña;Lleida;82.85;63.36;85.88;92.32
2020;2;Total;Cataluña;Tarragona;87.21;72.25;90.43;93.64
2020;2;Total;Comunidad Foral de Navarra;Navarra;85.89;74.58;91.76;83.97
2020;2;Total;Comunidad de Madrid;Madrid;85.73;67.43;92.56;90.95
2020;2;Total;Comunitat Valenciana;Alicante/Alacant;84.46;68.02;94.72;82.55
2020;2;Total;Comunitat Valenciana;Castellón/Castelló;84.54;66.38;91.89;88.22
2020;2;Total;Comunitat Valenciana;Valencia/València;85.1;66.5;92.31;89.82
2020;2;Total;Extremadura;Badajoz;87.04;71.12;96.51;86.99
2020;2;Total;Extremadura;Cáceres;89.46;75.15;92.42;96.77
2020;2;Total;Galicia;A Coruña;84.59;68.58;92.39;85.21
2020;2;Total;Galicia;Lugo;85.24;71.3;90.59;86.68
2020;2;Total;Galicia;Ourense;85.18;70.14;93.49;84.35
2020;2;Total;Galicia;Pontevedra;85.02;69.31;90.55;88.26
2020;2;Total;Illes Balears;Illes Balears;86.15;70.62;95.06;85.79
2020;2;Total;La Rioja;La Rioja;83.37;66.96;91.48;83.37
2020;2;Total;País Vasco;Araba/Álava;63.07;18.53;83.17;92.34
2020;2;Total;País Vasco;Bizkaia;82.04;62.99;90.63;83.83
2020;2;Total;País Vasco;Gipuzkoa;78.35;64.96;92.96;63.9
2020;2;Total;Principado de Asturias;Asturias;85.03;70.62;92.66;84.17
2020;2;Total;Región de Murcia;Murcia;83.78;61.69;91.7;91.04
2020;3;Alemania;Canarias;Santa Cruz de Tenerife;80.37;67.17;90.68;74.49
2020;3;Alemania;Cataluña;Barcelona;81.11;65.88;93.54;93.92
2020;3;Alemania;Comunidad de Madrid;Madrid;77.69;55.75;72.71;96.62
2020;3;Alemania;Illes Balears;Illes Balears;88.66;73.36;96.86;95.52
2020;3;España;Andalucía;Almería;77.75;47.01;92.24;91.99
2020;3;España;Andalucía;Cádiz;82.49;66.23;91.4;90.52
2020;3;España;Andalucía;Córdoba;80.22;57.23;82.25;96.33
2020;3;España;Andalucía;Granada;79.01;53.89;89.92;92.08
2020;3;España;Andalucía;Huelva;82.16;71.38;94.73;78.02
2020;3;España;Andalucía;Jaén;84.81;63.06;91.84;93.37
2020;3;España;Andalucía;Málaga;71.7;64.76;94.66;36.12
2020;3;España;Andalucía;Sevilla;88.1;70.92;92.71;96.05
2020;3;España;Aragón;Huesca;84.69;67.9;91.14;96.7
2020;3;España;Aragón;Zaragoza;89.14;77.11;90.83;95.03
2020;3;España;Canarias;Las Palmas;84.61;65.32;96.53;86.88
2020;3;España;Canarias;Santa Cruz de Tenerife;75.82;50.92;93.44;78.66
2020;3;España;Cantabria;Cantabria;71.44;72.26;97.89;30.12
2020;3;España;Cataluña;Barcelona;77.84;53.17;88.33;93.61
2020;3;España;Cataluña;Girona;78.85;63.26;86.48;88.9
2020;3;España;Cataluña;Lleida;71.75;69.88;69.45;81.94
2020;3;España;Cataluña;Tarragona;77.24;61.21;84.11;87.04
2020;3;España;Comunidad Foral de Navarra;Navarra;84.34;80.01;83.25;95.01
2020;3;España;Comunidad de Madrid;Madrid;81.74;66.69;75.86;95.89
2020;3;España;Comunitat Valenciana;Alicante/Alacant;79.45;59.88;88.93;91.53
2020;3;España;Comunitat Valenciana;Castellón/Castelló;75.98;75.27;85.36;59.98
2020;3;España;Comunitat Valenciana;Valencia/València;76.81;70.67;77.46;86.31
2020;3;España;Extremadura;Badajoz;80.31;77.04;78.84;94.75
2020;3;España;Extremadura;Cáceres;81.34;63.65;83.61;95.12
2020;3;España;Galicia;A Coruña;77.72;57.65;89.31;88.76
2020;3;España;Galicia;Pontevedra;81.96;62.89;89.31;95.81
2020;3;España;Illes Balears;Illes Balears;78.83;60.61;92.71;81.55
2020;3;España;La Rioja;La Rioja;86.48;79.55;85.97;94.3
2020;3;España;País Vasco;Araba/Álava;67.11;37.26;77.94;96.71
2020;3;España;País Vasco;Bizkaia;76.94;53.26;92.03;93.67
2020;3;España;País Vasco;Gipuzkoa;76.02;73.12;82.76;63.61
2020;3;España;Principado de Asturias;Asturias;76.71;44.21;95.41;83.29
2020;3;España;Región de Murcia;Murcia;78.25;58.2;94.24;85.56
2020;3;Francia;Andalucía;Málaga;77.34;69.94;81.95;86.56
2020;3;Francia;Andalucía;Sevilla;61.73;60.89;40.9;64.79
2020;3;Francia;Cataluña;Barcelona;77.08;63.55;82.72;94.05
2020;3;Francia;Cataluña;Girona;81.95;69.9;85.01;83.77
2020;3;Francia;Comunidad de Madrid;Madrid;72.05;71.65;39.85;94.4
2020;3;Francia;Comunitat Valenciana;Alicante/Alacant;69.87;48.73;89.24;68.35
2020;3;Francia;Comunitat Valenciana;Valencia/València;78.58;71.87;80.48;80.92
2020;3;Francia;Illes Balears;Illes Balears;79.71;76.43;81.83;78.63
2020;3;Italia;Andalucía;Málaga;72.81;74.9;86.13;38.02
2020;3;Italia;Comunitat Valenciana;Castellón/Castelló;91.53;80.63;96.02;94.13
2020;3;Portugal;Comunidad de Madrid;Madrid;87.44;70.58;91.52;95.81
2020;3;Reino Unido;Andalucía;Almería;64.34;35.75;83.05;75.25
2020;3;Reino Unido;Andalucía;Cádiz;80.72;58.72;96.02;88.15
2020;3;Reino Unido;Andalucía;Granada;80.9;54.05;97.36;89.29
2020;3;Reino Unido;Andalucía;Málaga;81.99;61.6;95.81;93.76
2020;3;Reino Unido;Canarias;Las Palmas;85.17;66.04;99.6;93.61
2020;3;Reino Unido;Canarias;Santa Cruz de Tenerife;82.23;59.62;99.24;93.29
2020;3;Reino Unido;Cataluña;Barcelona;79.69;63.99;92.99;94.94
2020;3;Reino Unido;Comunidad de Madrid;Madrid;85.19;72.57;88.31;93.34
2020;3;Reino Unido;Comunitat Valenciana;Alicante/Alacant;83.9;65.13;95.97;96
2020;3;Reino Unido;Comunitat Valenciana;Valencia/València;82.32;70.61;90.81;95.44
2020;3;Reino Unido;Illes Balears;Illes Balears;84.27;64.36;94.54;97.3
2020;3;Reino Unido;Región de Murcia;Murcia;84.2;73.37;93.69;90.6
2020;3;Total;Andalucía;Almería;81.4;62.19;90.9;81.88
2020;3;Total;Andalucía;Cádiz;82.09;63.92;92.22;83.58
2020;3;Total;Andalucía;Córdoba;82.39;64.12;88.13;86.84
2020;3;Total;Andalucía;Granada;82.58;60.87;91.86;87.06
2020;3;Total;Andalucía;Huelva;82.83;63.59;92.64;85.79
2020;3;Total;Andalucía;Jaén;81.02;48.07;92.89;94.93
2020;3;Total;Andalucía;Málaga;81.51;65.49;94.03;74.61
2020;3;Total;Andalucía;Sevilla;85.74;69.13;92.55;88.93
2020;3;Total;Aragón;Huesca;84.06;68.09;92.34;94.29
2020;3;Total;Aragón;Teruel;81.76;78.67;74.57;83.16
2020;3;Total;Aragón;Zaragoza;87.67;70.96;93.7;93.07
2020;3;Total;Canarias;Las Palmas;83.72;68.89;95.26;77.92
2020;3;Total;Canarias;Santa Cruz de Tenerife;83.25;65.26;94.28;81.54
2020;3;Total;Cantabria;Cantabria;83.77;66.71;93.81;82.45
2020;3;Total;Castilla - La Mancha;Albacete;74.58;55.09;82.24;73.54
2020;3;Total;Castilla - La Mancha;Cuenca;81.52;76.26;89.13;67.62
2020;3;Total;Castilla - La Mancha;Guadalajara;75.45;63.48;91;56.43
2020;3;Total;Castilla y León;León;80.87;72.25;93.96;64.03
2020;3;Total;Castilla y León;Palencia;82.13;65.44;91.26;80.47
2020;3;Total;Castilla y León;Segovia;86.27;77.54;94.49;78.65
2020;3;Total;Castilla y León;Soria;76.85;82.51;93.42;36.27
2020;3;Total;Castilla y León;Zamora;72.12;50.26;85.53;65.52
2020;3;Total;Castilla y León;Ávila;87.55;79.44;92.11;84.33
2020;3;Total;Cataluña;Barcelona;81.07;59.89;88.15;86.62
2020;3;Total;Cataluña;Girona;82.74;67.72;87.91;84.22
2020;3;Total;Cataluña;Lleida;79.43;63.76;81.53;83.38
2020;3;Total;Cataluña;Tarragona;84.43;69.31;92.28;84.11
2020;3;Total;Comunidad Foral de Navarra;Navarra;83.64;72.92;91.47;77.28
2020;3;Total;Comunidad de Madrid;Madrid;82.31;64.97;83.96;90.54
2020;3;Total;Comunitat Valenciana;Alicante/Alacant;81.76;64.5;93.57;77.35
2020;3;Total;Comunitat Valenciana;Castellón/Castelló;81.12;65.58;85.82;82.8
2020;3;Total;Comunitat Valenciana;Valencia/València;82.34;64.32;89.44;84.83
2020;3;Total;Extremadura;Badajoz;80.39;68.39;71.66;93.51
2020;3;Total;Extremadura;Cáceres;86.12;75.21;87.28;96.21
2020;3;Total;Galicia;A Coruña;81.3;60.18;92.87;82.32
2020;3;Total;Galicia;Lugo;81.45;69.73;90.7;73.28
2020;3;Total;Galicia;Ourense;81.54;67.62;93.83;72.43
2020;3;Total;Galicia;Pontevedra;83.08;67.61;89.65;83.6
2020;3;Total;Illes Balears;Illes Balears;84.32;68.73;94.66;81.22
2020;3;Total;La Rioja;La Rioja;81.45;62.96;90.22;82
2020;3;Total;País Vasco;Araba/Álava;72.71;45.21;84.69;95.97
2020;3;Total;País Vasco;Bizkaia;79.6;62.17;91.83;80.17
2020;3;Total;País Vasco;Gipuzkoa;73.31;63.21;90.32;48.99
2020;3;Total;Principado de Asturias;Asturias;83.66;66.81;94.39;81.18
2020;3;Total;Región de Murcia;Murcia;81.54;61.49;91.54;82.79
2020;4;Alemania;Cataluña;Barcelona;80.15;75.05;96.17;96.28
2020;4;España;Andalucía;Almería;76.23;53.66;88;82.6
2020;4;España;Andalucía;Cádiz;83.33;73.7;92.13;81.61
2020;4;España;Andalucía;Córdoba;85.15;67.03;90.69;91.35
2020;4;España;Andalucía;Granada;80.88;61.68;92.97;88.67
2020;4;España;Andalucía;Huelva;81.22;73.44;95.01;72.48
2020;4;España;Andalucía;Jaén;86.1;67.35;90.92;94.48
2020;4;España;Andalucía;Málaga;68.24;65.17;91.27;25.8
2020;4;España;Andalucía;Sevilla;87.05;70.77;90.93;94.14
2020;4;España;Aragón;Huesca;79.56;69.04;79.08;83.8
2020;4;España;Aragón;Zaragoza;70.46;61.46;58.38;97.74
2020;4;España;Canarias;Las Palmas;82.89;66.75;85.49;88.87
2020;4;España;Canarias;Santa Cruz de Tenerife;80.17;62.18;90.51;78.24
2020;4;España;Cantabria;Cantabria;72.5;60.05;90.15;55.72
2020;4;España;Cataluña;Barcelona;76.76;55.26;86.49;87.87
2020;4;España;Cataluña;Girona;74.65;65.31;83.22;80.8
2020;4;España;Cataluña;Lleida;70.51;58.18;83.69;83.4
2020;4;España;Cataluña;Tarragona;77.24;63.51;83.76;86.72
2020;4;España;Comunidad Foral de Navarra;Navarra;83.91;72.47;88.74;93.67
2020;4;España;Comunidad de Madrid;Madrid;80.33;65.9;73.98;93.47
2020;4;España;Comunitat Valenciana;Alicante/Alacant;80.22;57.87;89.82;91.7
2020;4;España;Comunitat Valenciana;Castellón/Castelló;70.42;59.59;80.64;61.52
2020;4;España;Comunitat Valenciana;Valencia/València;74.52;65.71;79.41;84.4
2020;4;España;Extremadura;Badajoz;63.42;64.38;56.22;82.33
2020;4;España;Extremadura;Cáceres;79.14;71.09;67.28;95.19
2020;4;España;Galicia;A Coruña;78.07;48.01;95.47;95.06
2020;4;España;Galicia;Pontevedra;83.5;64.02;97.8;91.01
2020;4;España;Illes Balears;Illes Balears;83;67.62;93.95;81.23
2020;4;España;La Rioja;La Rioja;83.02;70.04;87.61;94.64
2020;4;España;País Vasco;Bizkaia;82.64;64.09;95.57;93.04
2020;4;España;País Vasco;Gipuzkoa;82.83;63.71;90.29;86.5
2020;4;España;Principado de Asturias;Asturias;86.46;69;96.33;87.43
2020;4;España;Región de Murcia;Murcia;78.35;61.57;91.88;77.67
2020;4;Estados Unidos de América;Cataluña;Barcelona;82.73;66;96.77;96.35
2020;4;Estados Unidos de América;Comunidad de Madrid;Madrid;81.6;66.99;97.12;88.51
2020;4;Francia;Andalucía;Málaga;80.45;76.12;83.22;81.34
2020;4;Francia;Andalucía;Sevilla;86.15;73.2;88.01;91.13
2020;4;Francia;Comunidad de Madrid;Madrid;73.52;65.55;54.07;90.55
2020;4;Francia;Comunitat Valenciana;Alicante/Alacant;78.95;69.98;88.66;86.26
2020;4;Francia;Comunitat Valenciana;Valencia/València;66.46;73.01;33.48;94.44
2020;4;Francia;Illes Balears;Illes Balears;78.12;70.11;71.15;93.72
2020;4;Italia;Andalucía;Granada;61.54;35.04;72.98;98.29
2020;4;Italia;Andalucía;Sevilla;73.98;71.37;59.39;80.16
2020;4;Italia;Comunidad de Madrid;Madrid;84.3;67.08;84.42;95.4
2020;4;Portugal;Cataluña;Barcelona;85.88;72.18;93.29;92.47
2020;4;Portugal;Comunidad de Madrid;Madrid;83.32;66.21;84.26;93.99
2020;4;Portugal;Comunitat Valenciana;Valencia/València;75.9;70.06;83.86;75.49
2020;4;Reino Unido;Andalucía;Granada;82.67;68.57;89.48;92.35
2020;4;Reino Unido;Andalucía;Málaga;88.01;70.54;96.68;95.64
2020;4;Reino Unido;Canarias;Santa Cruz de Tenerife;86.2;63.77;98.05;98.57
2020;4;Reino Unido;Cataluña;Barcelona;80.64;59.01;94.85;93.6
2020;4;Reino Unido;Comunidad de Madrid;Madrid;83.35;64.13;92.8;93.09
2020;4;Reino Unido;Comunitat Valenciana;Alicante/Alacant;85.42;66.65;95.71;95.98
2020;4;Reino Unido;Comunitat Valenciana;Valencia/València;81.09;70.87;86.09;96.96
2020;4;Reino Unido;Illes Balears;Illes Balears;86.74;69.34;97.25;97
2020;4;Reino Unido;País Vasco;Bizkaia;83.46;75.75;91.77;89.04
2020;4;Total;Andalucía;Almería;78.26;59.3;87.06;77.41
2020;4;Total;Andalucía;Cádiz;82.32;67.42;92.98;80.91
2020;4;Total;Andalucía;Córdoba;82.69;64.59;88.19;88.94
2020;4;Total;Andalucía;Granada;80.55;61.63;91.95;83.71
2020;4;Total;Andalucía;Huelva;81.37;64.05;92.29;83.29
2020;4;Total;Andalucía;Jaén;86.13;69.68;89.16;93.9
2020;4;Total;Andalucía;Málaga;78.81;66.83;92.65;63.87
2020;4;Total;Andalucía;Sevilla;85.28;68.86;91.89;88.22
2020;4;Total;Aragón;Huesca;83.01;67.31;83.93;90.57
2020;4;Total;Aragón;Zaragoza;74.53;67.46;64.28;96.84
2020;4;Total;Canarias;Las Palmas;84.38;69.57;94.56;80.56
2020;4;Total;Canarias;Santa Cruz de Tenerife;83.96;66.82;93.46;83.5
2020;4;Total;Cantabria;Cantabria;83.7;68.49;92.71;84.94
2020;4;Total;Cataluña;Barcelona;80;57.71;89.2;85.9
2020;4;Total;Cataluña;Girona;81.91;69.11;87.76;79.39
2020;4;Total;Cataluña;Lleida;82.72;67.82;86.24;86.02
2020;4;Total;Cataluña;Tarragona;85.92;71.09;92.54;88.88
2020;4;Total;Comunidad Foral de Navarra;Navarra;83.12;71.24;88.57;80.71
2020;4;Total;Comunidad de Madrid;Madrid;81.06;64.31;80.03;91.05
2020;4;Total;Comunitat Valenciana;Alicante/Alacant;82.46;65.21;93.99;78.8
2020;4;Total;Comunitat Valenciana;Castellón/Castelló;81.59;69.73;82.31;83.92
2020;4;Total;Comunitat Valenciana;Valencia/València;78.1;63.87;82.39;86.92
2020;4;Total;Extremadura;Badajoz;66.42;63.95;62.55;82.51
2020;4;Total;Extremadura;Cáceres;85.77;76.66;82.74;95.24
2020;4;Total;Galicia;A Coruña;82.83;61.23;94.19;89.41
2020;4;Total;Galicia;Lugo;83.72;72.62;88.01;82.14
2020;4;Total;Galicia;Ourense;72.95;31.62;95.93;78.76
2020;4;Total;Galicia;Pontevedra;83.67;69.1;91.58;81.86
2020;4;Total;Illes Balears;Illes Balears;85.16;68.17;94.96;84.88
2020;4;Total;La Rioja;La Rioja;83.1;66.24;90.28;84.59
2020;4;Total;País Vasco;Araba/Álava;82.96;61.96;92.16;95.34
2020;4;Total;País Vasco;Bizkaia;79.31;61.97;90.31;81.18
2020;4;Total;País Vasco;Gipuzkoa;77.53;63.93;92.14;62.82
2020;4;Total;Principado de Asturias;Asturias;81.9;62.84;92.52;81.18
2020;4;Total;Región de Murcia;Murcia;80.43;62.18;90.82;79.08
2020;5;Alemania;Andalucía;Málaga;72.64;71.31;67.72;75.96
2020;5;Alemania;Cataluña;Barcelona;66.26;52;74.44;95.83
2020;5;España;Andalucía;Almería;82.42;64.36;88.61;86.13
2020;5;España;Andalucía;Cádiz;83.28;66.64;91.56;84.54
2020;5;España;Andalucía;Córdoba;87.12;73.46;86.08;97.04
2020;5;España;Andalucía;Granada;77.65;58.17;83.72;89.82
2020;5;España;Andalucía;Huelva;86.33;72.12;94.24;85.7
2020;5;España;Andalucía;Jaén;85.48;67.37;93.96;88.31
2020;5;España;Andalucía;Málaga;73.73;63.28;90.69;50.63
2020;5;España;Andalucía;Sevilla;86.66;69.14;91.12;94.33
2020;5;España;Aragón;Huesca;86.95;75.9;91.35;87.11
2020;5;España;Aragón;Zaragoza;86.13;67.13;94.02;91.13
2020;5;España;Canarias;Las Palmas;87.95;69.32;92.8;97.25
2020;5;España;Canarias;Santa Cruz de Tenerife;85.67;66.44;93.32;90.97
2020;5;España;Cantabria;Cantabria;74.03;62.42;99.09;51.4
2020;5;España;Cataluña;Barcelona;76.96;53.84;86.75;93.99
2020;5;España;Cataluña;Girona;78.64;63.51;83.75;91.87
2020;5;España;Cataluña;Lleida;75.62;60.64;85.55;93.01
2020;5;España;Cataluña;Tarragona;79.59;67.17;89.22;87.21
2020;5;España;Comunidad Foral de Navarra;Navarra;78.03;57.24;82.8;93.17
2020;5;España;Comunidad de Madrid;Madrid;84.14;68.02;82.91;95.46
2020;5;España;Comunitat Valenciana;Alicante/Alacant;81.88;60.34;92.19;92.94
2020;5;España;Comunitat Valenciana;Castellón/Castelló;55.21;2.19;89.68;80.23
2020;5;España;Comunitat Valenciana;Valencia/València;81.33;66.07;88.51;88.52
2020;5;España;Extremadura;Badajoz;87.26;79.92;89.7;92.33
2020;5;España;Extremadura;Cáceres;88.69;74.95;94.35;91.59
2020;5;España;Galicia;A Coruña;79.34;47.54;93.84;97.25
2020;5;España;Galicia;Pontevedra;85.97;71.32;95.69;94.5
2020;5;España;Illes Balears;Illes Balears;84.59;65.38;93.46;89.57
2020;5;España;La Rioja;La Rioja;77.56;61.54;77.45;92.93
2020;5;España;País Vasco;Araba/Álava;72.36;44.02;82.1;96.67
2020;5;España;País Vasco;Bizkaia;85.08;71.16;95.43;93.2
2020;5;España;País Vasco;Gipuzkoa;67.27;29.28;94.01;64.34
2020;5;España;Principado de Asturias;Asturias;76.22;46.73;91.62;86.03
2020;5;España;Región de Murcia;Murcia;80.61;61.98;93.85;89.63
2020;5;Francia;Cataluña;Barcelona;80.75;70.12;89.68;94.98
2020;5;Francia;Comunidad de Madrid;Madrid;87.5;75.27;84.93;97.76
2020;5;Francia;Illes Balears;Illes Balears;73.95;63.85;63.86;94.05
2020;5;Italia;Andalucía;Granada;70.57;63.6;79.61;98.27
2020;5;Italia;Comunidad de Madrid;Madrid;90.46;75.76;94.64;97.35
2020;5;Reino Unido;Andalucía;Málaga;85.94;68.58;94.49;97.95
2020;5;Reino Unido;Canarias;Las Palmas;84.21;62.27;98.75;92.06
2020;5;Reino Unido;Cataluña;Barcelona;81.48;66.63;94.1;97.73
2020;5;Reino Unido;Comunidad de Madrid;Madrid;86.26;69.63;89.09;94.58
2020;5;Reino Unido;Comunitat Valenciana;Alicante/Alacant;86.74;70.16;96.83;97.16
