AÑO;MES;PAIS_ORIGEN;CCAA;PROVINCIA;INIDICE_PERCEPCION_TURISTICA_GLOBAL;INDICE_SATISFACCION_PRODUCTOS_TURISTICOS;INDICE_PERCEPCION_SEGURIDAD;INDICE_PERCEPCION_CLIMATICA
2019;1;Alemania;Andalucía;Cádiz;77.86;72.84;90.13;55.88
2019;1;Alemania;Andalucía;Málaga;86.9;79.47;96.47;76.46
2019;1;Alemania;Andalucía;Sevilla;88.7;77.11;95.74;87.37
2019;1;Alemania;Canarias;Las Palmas;84.62;80.84;96.87;65.24
2019;1;Alemania;Canarias;Santa Cruz de Tenerife;84.4;78.14;94.49;70.43
2019;1;Alemania;Cataluña;Barcelona;90.68;78.36;97.68;91.47
2019;1;Alemania;Comunidad de Madrid;Madrid;87.56;74.62;93.9;88.01
2019;1;Alemania;Comunitat Valenciana;Valencia/València;86.37;71.42;95.9;84.79
2019;1;Alemania;Illes Balears;Illes Balears;87.36;75.11;98.32;81.31
2019;1;Alemania;País Vasco;Gipuzkoa;79.77;66.37;84.46;78.07
2019;1;Dinamarca;Andalucía;Málaga;84;82.27;77.92;83.77
2019;1;España;Andalucía;Almería;80.65;54.58;91.01;95.68
2019;1;España;Andalucía;Cádiz;83.08;64.87;93.4;92.37
2019;1;España;Andalucía;Córdoba;76.72;59.11;89.21;77.81
2019;1;España;Andalucía;Granada;87.58;69.11;96.16;92.01
2019;1;España;Andalucía;Huelva;82.18;65.63;90.57;98.46
2019;1;España;Andalucía;Jaén;80.9;66.6;87.74;97.88
2019;1;España;Andalucía;Málaga;86.38;71.07;93.61;87.89
2019;1;España;Andalucía;Sevilla;86.36;69.68;89.32;94.63
2019;1;España;Aragón;Huesca;76.93;70.11;90.96;65.72
2019;1;España;Aragón;Zaragoza;81.63;71.23;87.66;85.47
2019;1;España;Canarias;Las Palmas;86.94;71.63;95.68;87
2019;1;España;Canarias;Santa Cruz de Tenerife;82.28;63.87;94;79.68
2019;1;España;Cantabria;Cantabria;68.63;66.37;83.19;50
2019;1;España;Cataluña;Barcelona;82.76;68.59;81.51;90.93
2019;1;España;Cataluña;Girona;84.95;68;89.52;90.76
2019;1;España;Cataluña;Lleida;73.22;48.35;82.68;87.67
2019;1;España;Cataluña;Tarragona;82.03;64.87;92.05;83.32
2019;1;España;Comunidad Foral de Navarra;Navarra;86.35;72.85;93.2;94.25
2019;1;España;Comunidad de Madrid;Madrid;85.57;68.91;93.28;93.55
2019;1;España;Comunitat Valenciana;Alicante/Alacant;77.9;49.16;91.83;82.43
2019;1;España;Comunitat Valenciana;Castellón/Castelló;76.57;55.28;85.47;77.37
2019;1;España;Comunitat Valenciana;Valencia/València;81.54;63.48;87.52;91.8
2019;1;España;Extremadura;Cáceres;75.32;47.23;93.54;93.77
2019;1;España;Galicia;A Coruña;79.94;57.12;94.36;88.5
2019;1;España;Galicia;Ourense;77.43;69.86;92.44;54.95
2019;1;España;Galicia;Pontevedra;80.41;67.12;87.38;77.47
2019;1;España;Illes Balears;Illes Balears;83.35;67.83;94.26;78.89
2019;1;España;La Rioja;La Rioja;88.28;75.21;93.63;90.51
2019;1;España;País Vasco;Araba/Álava;79.74;68.26;84.46;88.43
2019;1;España;País Vasco;Bizkaia;78.46;59.24;90.08;86.1
2019;1;España;País Vasco;Gipuzkoa;79.2;66.42;92.8;65.73
2019;1;España;Principado de Asturias;Asturias;72.53;53.6;93.35;66.85
2019;1;España;Región de Murcia;Murcia;83.41;62.44;93.99;91.74
2019;1;Estados Unidos de América;Cataluña;Barcelona;89.5;72.21;95.49;96.76
2019;1;Francia;Andalucía;Córdoba;68.78;66.37;83.22;50
2019;1;Francia;Andalucía;Granada;86.01;71.85;93.64;95.42
2019;1;Francia;Andalucía;Sevilla;84.85;76.83;90.43;78.69
2019;1;Francia;Cataluña;Barcelona;87.35;71.19;96.99;91.13
2019;1;Francia;Comunidad de Madrid;Madrid;87.4;69.81;95.31;93.95
2019;1;Francia;Comunitat Valenciana;Valencia/València;87.18;74.55;92.27;88.53
2019;1;Francia;Illes Balears;Illes Balears;89.16;75.12;99.17;87.6
2019;1;Francia;País Vasco;Bizkaia;81.16;72.83;97.06;70.41
2019;1;Italia;Andalucía;Córdoba;80.9;73.87;91.35;87.11
2019;1;Italia;Andalucía;Granada;85.39;70.98;96.91;86.31
2019;1;Italia;Andalucía;Málaga;87.5;67.11;97.48;92.49
2019;1;Italia;Andalucía;Sevilla;88.81;73.9;96.35;90.96
2019;1;Italia;Canarias;Las Palmas;80.11;77.6;97.21;55.54
2019;1;Italia;Canarias;Santa Cruz de Tenerife;88.09;78.99;97.73;80.31
2019;1;Italia;Cataluña;Barcelona;89.43;73.85;96.57;93.22
2019;1;Italia;Comunidad de Madrid;Madrid;87.89;68.22;96.53;93.85
2019;1;Italia;Comunitat Valenciana;Alicante/Alacant;85.74;76.89;91.44;80.96
2019;1;Italia;Comunitat Valenciana;Castellón/Castelló;89.48;80.1;96.09;86.5
2019;1;Italia;Comunitat Valenciana;Valencia/València;89.93;76.11;98.76;89.88
2019;1;Italia;Illes Balears;Illes Balears;87.56;72.31;96.54;87.62
2019;1;Italia;País Vasco;Bizkaia;84.42;69.61;92.77;82.82
2019;1;Noruega;Canarias;Las Palmas;84.43;77.5;95.05;70.67
2019;1;Portugal;Andalucía;Granada;75.49;73.61;75.32;63.24
2019;1;Portugal;Cataluña;Barcelona;84.02;65;90.04;96.31
2019;1;Reino Unido;Andalucía;Cádiz;88.77;76.01;95.56;93.39
2019;1;Reino Unido;Andalucía;Granada;85.48;72.37;98.66;76.67
2019;1;Reino Unido;Andalucía;Málaga;87.1;67.16;95.17;93.62
2019;1;Reino Unido;Andalucía;Sevilla;87.73;74.62;94.78;87.64
2019;1;Reino Unido;Canarias;Las Palmas;84.23;71.67;96.31;75.36
2019;1;Reino Unido;Canarias;Santa Cruz de Tenerife;88.13;72.87;96.05;89.8
2019;1;Reino Unido;Cantabria;Cantabria;78.66;75.89;95.39;66.93
2019;1;Reino Unido;Cataluña;Barcelona;88.15;71.16;94.35;93.98
2019;1;Reino Unido;Cataluña;Girona;79.86;61.34;96.44;76.94
2019;1;Reino Unido;Comunidad de Madrid;Madrid;84.46;66.3;94.68;92.71
2019;1;Reino Unido;Comunitat Valenciana;Alicante/Alacant;87.7;69.25;99.05;94.37
2019;1;Reino Unido;Comunitat Valenciana;Valencia/València;81.92;68.81;87.47;92.41
2019;1;Reino Unido;Galicia;A Coruña;80.42;76.08;86.01;80.47
2019;1;Reino Unido;Galicia;Pontevedra;81.31;66.32;92.89;89.58
2019;1;Reino Unido;Illes Balears;Illes Balears;85.08;65.49;95.89;93.91
2019;1;Reino Unido;País Vasco;Bizkaia;81.24;69.54;95.8;69.51
2019;1;Reino Unido;Principado de Asturias;Asturias;67.93;71.89;84.46;46.32
2019;1;Suecia;Canarias;Las Palmas;91.53;76.7;97.79;96.74
2019;1;Suecia;Canarias;Santa Cruz de Tenerife;73.55;77.31;87.75;36.13
2019;1;Suecia;Comunidad de Madrid;Madrid;87.02;73.24;92.64;89.04
2019;1;Total;Andalucía;Almería;84.02;62.55;92.19;90.39
2019;1;Total;Andalucía;Cádiz;84.2;67.9;94.38;84.64
2019;1;Total;Andalucía;Córdoba;77.81;64.8;89.2;80.37
2019;1;Total;Andalucía;Granada;85.64;68.28;95.73;85.74
2019;1;Total;Andalucía;Huelva;82.57;68.79;92.17;94.64
2019;1;Total;Andalucía;Jaén;79.76;66.22;86.8;96.34
2019;1;Total;Andalucía;Málaga;86.05;69.52;95.21;86.53
2019;1;Total;Andalucía;Sevilla;87.34;71.45;94.2;90.57
2019;1;Total;Aragón;Huesca;80.67;67.56;93.64;75.47
2019;1;Total;Aragón;Teruel;81.89;79.09;63.07;96.98
2019;1;Total;Aragón;Zaragoza;81.63;67.56;88.75;89.74
2019;1;Total;Canarias;Las Palmas;84.49;73.37;97.29;73.17
2019;1;Total;Canarias;Santa Cruz de Tenerife;85.59;70.91;95.8;82.32
2019;1;Total;Cantabria;Cantabria;77.41;64.34;85.67;71.18
2019;1;Total;Castilla - La Mancha;Albacete;80.6;69.81;82.14;80.05
2019;1;Total;Castilla - La Mancha;Ciudad Real;76.6;83.03;89.32;39.57
2019;1;Total;Castilla - La Mancha;Cuenca;82.85;74.37;96.88;65.92
2019;1;Total;Castilla - La Mancha;Guadalajara;86.11;71.81;90.4;89.79
2019;1;Total;Castilla - La Mancha;Toledo;83.97;72.68;88.34;82.64
2019;1;Total;Castilla y León;León;86.48;74.35;93.42;84.6
2019;1;Total;Castilla y León;Palencia;85.04;77.7;97.16;70.34
2019;1;Total;Castilla y León;Segovia;86.34;79.3;94.62;76.67
2019;1;Total;Castilla y León;Zamora;86.22;84.99;89.51;75.49
2019;1;Total;Castilla y León;Ávila;91.06;82.03;97.12;89.28
2019;1;Total;Cataluña;Barcelona;85.28;68.39;93.56;86.77
2019;1;Total;Cataluña;Girona;84.58;68.15;93.16;84.74
2019;1;Total;Cataluña;Lleida;80.51;57.98;87.54;87.41
2019;1;Total;Cataluña;Tarragona;85.92;71.23;94.86;84.36
2019;1;Total;Comunidad Foral de Navarra;Navarra;84.72;75.94;94.28;76.28
2019;1;Total;Comunidad de Madrid;Madrid;85.86;68.03;93.83;89.21
2019;1;Total;Comunitat Valenciana;Alicante/Alacant;84.51;67.27;94.31;84.14
2019;1;Total;Comunitat Valenciana;Castellón/Castelló;84.74;67.22;92.13;87.73
2019;1;Total;Comunitat Valenciana;Valencia/València;85.72;66.45;93.59;90.82
2019;1;Total;Extremadura;Badajoz;85.84;66.6;95.65;88.67
2019;1;Total;Extremadura;Cáceres;86.8;77.09;92.74;93.9
2019;1;Total;Galicia;A Coruña;82.94;68.73;93.93;76.56
2019;1;Total;Galicia;Lugo;80.14;68.53;93.88;65.65
2019;1;Total;Galicia;Ourense;79.81;67.36;92.93;66.89
2019;1;Total;Galicia;Pontevedra;81.6;63;92.5;79.79
2019;1;Total;Illes Balears;Illes Balears;84.82;69.92;95.47;80.8
2019;1;Total;La Rioja;La Rioja;86.17;72.2;93.37;86.01
2019;1;Total;País Vasco;Araba/Álava;79.42;55.35;90.69;92.2
2019;1;Total;País Vasco;Bizkaia;80.76;62.38;92.83;81.7
2019;1;Total;País Vasco;Gipuzkoa;80.63;67.83;95.1;66.99
2019;1;Total;Principado de Asturias;Asturias;81.37;69.95;93.44;69.41
2019;1;Total;Región de Murcia;Murcia;84.46;64.69;93.76;87.69
2019;2;Alemania;Andalucía;Málaga;86.1;76.13;97.68;75.83
2019;2;Alemania;Andalucía;Sevilla;85.05;79.11;97.01;68.86
2019;2;Alemania;Canarias;Las Palmas;84.63;76.5;99.22;67.66
2019;2;Alemania;Cataluña;Barcelona;86.76;69.43;95.85;88.72
2019;2;Alemania;Cataluña;Girona;82.46;72.15;80.02;87.24
2019;2;Alemania;Comunidad de Madrid;Madrid;89.72;76.06;97.03;91.17
2019;2;Alemania;Illes Balears;Illes Balears;84.09;76.03;99.13;66.18
2019;2;Alemania;País Vasco;Bizkaia;86.24;78.76;92.16;89.41
2019;2;España;Andalucía;Almería;78.26;56.88;85.87;81.73
2019;2;España;Andalucía;Cádiz;84.67;69.81;91.06;92.51
2019;2;España;Andalucía;Córdoba;84.04;65.83;95.11;90.07
2019;2;España;Andalucía;Granada;89.47;71.22;98.13;94.68
2019;2;España;Andalucía;Huelva;89.86;78.29;94.71;96.62
2019;2;España;Andalucía;Jaén;83.58;63.41;96.79;93.62
2019;2;España;Andalucía;Málaga;86.21;70.96;93.52;87.45
2019;2;España;Andalucía;Sevilla;86.61;69.38;89.68;95.58
2019;2;España;Aragón;Huesca;83.57;72.46;92.77;82.04
2019;2;España;Aragón;Zaragoza;87.86;77.57;94.46;98.35
2019;2;España;Canarias;Las Palmas;85.67;68.41;95.27;86.25
2019;2;España;Canarias;Santa Cruz de Tenerife;81.68;64.07;94.49;76.45
2019;2;España;Cantabria;Cantabria;77.43;67.48;94.77;61.18
2019;2;España;Cataluña;Barcelona;84.73;68.62;84.63;95.02
2019;2;España;Cataluña;Girona;83.56;65.45;88.55;89.43
2019;2;España;Cataluña;Lleida;78.92;49.52;93.36;94.11
2019;2;España;Cataluña;Tarragona;82.98;65.95;90.81;89.85
2019;2;España;Comunidad Foral de Navarra;Navarra;83.02;78.63;85.36;81.54
2019;2;España;Comunidad de Madrid;Madrid;85.11;67.56;93.76;94.39
2019;2;España;Comunitat Valenciana;Alicante/Alacant;78.06;48;94.23;81.56
2019;2;España;Comunitat Valenciana;Castellón/Castelló;83.47;65.95;89.71;87.09
2019;2;España;Comunitat Valenciana;Valencia/València;81.29;64.74;87.65;90.73
2019;2;España;Galicia;A Coruña;75.78;52.21;91.59;85.55
2019;2;España;Galicia;Ourense;85.14;78.56;87.47;81.34
2019;2;España;Galicia;Pontevedra;84.21;68.24;93.46;82.8
2019;2;España;Illes Balears;Illes Balears;85.48;71.03;94.24;83.58
2019;2;España;La Rioja;La Rioja;86.82;69.1;96.26;88.86
2019;2;España;País Vasco;Araba/Álava;82.88;64.71;86.4;97.11
2019;2;España;País Vasco;Bizkaia;83.63;67.67;93.74;87.29
2019;2;España;País Vasco;Gipuzkoa;80.96;69.02;94;68.23
2019;2;España;Principado de Asturias;Asturias;77.35;64.08;92.56;66.77
2019;2;España;Región de Murcia;Murcia;84.69;65.15;92.73;91.14
2019;2;Estados Unidos de América;Comunidad de Madrid;Madrid;79.99;73.38;93.59;71.59
2019;2;Francia;Andalucía;Cádiz;84.05;81.27;78.75;84.18
2019;2;Francia;Andalucía;Granada;85.68;83.29;91.13;73.87
2019;2;Francia;Andalucía;Málaga;81.83;70.48;93.31;80.08
2019;2;Francia;Andalucía;Sevilla;88.97;77.59;90.71;96.54
2019;2;Francia;Canarias;Las Palmas;84.69;83.15;98.62;64.06
2019;2;Francia;Cataluña;Barcelona;83.41;73.54;88.59;79.5
2019;2;Francia;Cataluña;Girona;84.84;64.95;94.05;92.51
2019;2;Francia;Comunidad de Madrid;Madrid;85.33;69.38;94.74;92.17
2019;2;Francia;Comunitat Valenciana;Alicante/Alacant;69.2;46.9;91.61;68.91
2019;2;Francia;Comunitat Valenciana;Valencia/València;81.07;71.16;92.65;75.44
2019;2;Francia;País Vasco;Bizkaia;86.53;79.05;87.41;89.18
2019;2;Francia;País Vasco;Gipuzkoa;78.31;66.91;92.41;63.54
2019;2;Francia;Región de Murcia;Murcia;77.97;70.79;87.66;81.62
2019;2;Italia;Andalucía;Córdoba;81.66;73.51;90.98;86.56
2019;2;Italia;Andalucía;Granada;79.85;67.03;87.75;95.89
2019;2;Italia;Andalucía;Málaga;91.45;77.68;97.25;95.9
2019;2;Italia;Andalucía;Sevilla;88.82;80.34;97.05;82.43
2019;2;Italia;Canarias;Las Palmas;83.72;81.5;96.83;60.9
2019;2;Italia;Cataluña;Barcelona;87.2;74.65;95.84;84.21
2019;2;Italia;Cataluña;Girona;80.53;74.04;93.12;61.54
2019;2;Italia;Comunidad de Madrid;Madrid;89.12;71.1;97.75;93.86
2019;2;Italia;Comunitat Valenciana;Castellón/Castelló;90.62;78.75;96.5;92.19
2019;2;Italia;Comunitat Valenciana;Valencia/València;89.84;75.86;97.74;91.05
2019;2;Italia;Illes Balears;Illes Balears;86;71.95;98.3;79.7
2019;2;Italia;País Vasco;Bizkaia;85.43;68.11;94.75;93.46
2019;2;Noruega;Illes Balears;Illes Balears;82.61;82.76;91.61;75
2019;2;Portugal;Cataluña;Barcelona;86.22;68.72;97.19;87.5
2019;2;Reino Unido;Andalucía;Almería;71.87;38.64;93.01;71.59
2019;2;Reino Unido;Andalucía;Cádiz;88.98;77.58;95.31;93.02
2019;2;Reino Unido;Andalucía;Córdoba;80.48;74.92;87.84;90.94
2019;2;Reino Unido;Andalucía;Granada;89.5;81.72;97.41;83.06
2019;2;Reino Unido;Andalucía;Málaga;80.35;63.71;88.05;79.52
2019;2;Reino Unido;Andalucía;Sevilla;89.43;72.96;96.34;94.54
2019;2;Reino Unido;Canarias;Las Palmas;87.35;76.35;97.33;80.97
2019;2;Reino Unido;Canarias;Santa Cruz de Tenerife;85.78;72.42;95.09;82.1
2019;2;Reino Unido;Cantabria;Cantabria;83.75;78.75;86.46;79.84
2019;2;Reino Unido;Cataluña;Barcelona;87.95;71.19;96.98;89.99
2019;2;Reino Unido;Comunidad de Madrid;Madrid;85.64;69.38;96.72;92.95
2019;2;Reino Unido;Comunitat Valenciana;Alicante/Alacant;87.06;72.24;94.99;87.57
2019;2;Reino Unido;Comunitat Valenciana;Valencia/València;83.35;70.56;92.14;90.36
2019;2;Reino Unido;Illes Balears;Illes Balears;85.41;66.3;94.6;92.92
2019;2;Reino Unido;País Vasco;Bizkaia;84.76;74.23;96.13;80.92
2019;2;Reino Unido;Región de Murcia;Murcia;81.05;56.85;94.62;91.99
2019;2;Suecia;Comunidad de Madrid;Madrid;84.4;75.57;92.08;76.42
2019;2;Total;Andalucía;Almería;83.19;66.91;88.88;85.82
2019;2;Total;Andalucía;Cádiz;84.45;69.42;94.25;84.35
2019;2;Total;Andalucía;Córdoba;80.08;62.4;89.22;89.26
2019;2;Total;Andalucía;Granada;85.53;67.92;95.91;85.52
2019;2;Total;Andalucía;Huelva;88.37;76.75;93.87;95.79
2019;2;Total;Andalucía;Jaén;80.21;61.3;87.2;94.55
2019;2;Total;Andalucía;Málaga;85.41;69.53;95.31;83.83
2019;2;Total;Andalucía;Sevilla;87.47;71.36;94.1;91.31
2019;2;Total;Aragón;Huesca;83.48;71.56;93.83;81.62
2019;2;Total;Aragón;Teruel;87.81;79.74;86.07;92.25
2019;2;Total;Aragón;Zaragoza;82.46;65.66;94.7;90.88
2019;2;Total;Canarias;Las Palmas;84.74;72.51;96.54;76.1
2019;2;Total;Canarias;Santa Cruz de Tenerife;85.29;72.02;95.95;79.61
2019;2;Total;Cantabria;Cantabria;83.2;70.9;91.39;78.07
2019;2;Total;Castilla - La Mancha;Albacete;85.27;72.07;89.38;87.34
2019;2;Total;Castilla - La Mancha;Ciudad Real;80.37;77.26;91.52;58.96
2019;2;Total;Castilla - La Mancha;Cuenca;85.84;76.86;94.91;77.25
2019;2;Total;Castilla - La Mancha;Guadalajara;82.19;72.99;72.71;93.9
2019;2;Total;Castilla - La Mancha;Toledo;88.56;84.51;89.89;84.94
2019;2;Total;Castilla y León;León;82.11;67.59;86.07;84.06
2019;2;Total;Castilla y León;Palencia;83.99;73.56;92.27;76.96
2019;2;Total;Castilla y León;Segovia;84.61;71.12;92.69;81.86
2019;2;Total;Castilla y León;Zamora;80.91;77.47;77.1;78.16
2019;2;Total;Castilla y León;Ávila;88.79;75.78;93.19;92.39
2019;2;Total;Cataluña;Barcelona;85.45;68.62;93.13;87.69
2019;2;Total;Cataluña;Girona;84.58;67.79;93.14;85.22
2019;2;Total;Cataluña;Lleida;83.3;62.2;89.32;91.38
2019;2;Total;Cataluña;Tarragona;86.8;72.93;92.8;89.67
2019;2;Total;Comunidad Foral de Navarra;Navarra;84.84;76.78;93.4;75.84
2019;2;Total;Comunidad de Madrid;Madrid;86.06;67.34;93.84;90.83
2019;2;Total;Comunitat Valenciana;Alicante/Alacant;84.94;66.41;95.52;85.46
2019;2;Total;Comunitat Valenciana;Castellón/Castelló;86.43;68.62;94;90.58
2019;2;Total;Comunitat Valenciana;Valencia/València;85.33;66.11;93.47;89.82
2019;2;Total;Extremadura;Badajoz;82.88;71.5;83.44;85.61
2019;2;Total;Extremadura;Cáceres;84.16;75.62;86.72;88.13
2019;2;Total;Galicia;A Coruña;80.93;63.66;93.36;75.28
2019;2;Total;Galicia;Lugo;86.31;72.69;98.11;80.28
2019;2;Total;Galicia;Ourense;83.24;62.79;92.89;86.15
2019;2;Total;Galicia;Pontevedra;83.64;65.34;93.44;84.04
2019;2;Total;Illes Balears;Illes Balears;86.09;70.89;95.59;84.6
2019;2;Total;La Rioja;La Rioja;84.94;65.49;93.53;88.94
2019;2;Total;País Vasco;Araba/Álava;81.82;60.21;93.4;93.74
2019;2;Total;País Vasco;Bizkaia;83.21;64.51;94.95;83.14
2019;2;Total;País Vasco;Gipuzkoa;82.68;68.23;95.3;74.49
2019;2;Total;Principado de Asturias;Asturias;83.81;75.74;93;72.75
2019;2;Total;Región de Murcia;Murcia;83.92;63.3;92.64;88.57
2019;3;Alemania;Andalucía;Granada;85.73;74.78;93.54;80.92
2019;3;Alemania;Andalucía;Málaga;85.06;74.37;95.95;75.85
2019;3;Alemania;Andalucía;Sevilla;87.82;76.55;90.61;90.67
2019;3;Alemania;Canarias;Las Palmas;83.62;79.41;96.65;63.21
2019;3;Alemania;Canarias;Santa Cruz de Tenerife;78.33;79.34;92;47.71
2019;3;Alemania;Cataluña;Barcelona;88.21;73.48;95.68;89.86
2019;3;Alemania;Cataluña;Girona;76.9;71.88;89.24;54.27
2019;3;Alemania;Comunidad de Madrid;Madrid;89.23;73.65;96.17;93.15
2019;3;Alemania;Comunitat Valenciana;Alicante/Alacant;88.57;84.19;97.36;76.42
2019;3;Alemania;Comunitat Valenciana;Castellón/Castelló;85.61;84.3;91.77;87.75
2019;3;Alemania;Comunitat Valenciana;Valencia/València;89.39;77.68;96.26;88.86
2019;3;Alemania;Illes Balears;Illes Balears;82.42;74.78;96.66;63.97
2019;3;España;Andalucía;Almería;79.2;57.8;87.54;82.38
2019;3;España;Andalucía;Cádiz;83.69;68.98;89.87;89.62
2019;3;España;Andalucía;Córdoba;83.08;68.47;88.24;90.78
2019;3;España;Andalucía;Granada;84.53;68.03;90.05;88.42
2019;3;España;Andalucía;Huelva;78.58;60.81;92.58;92.63
2019;3;España;Andalucía;Jaén;82.17;63.67;89.9;94.98
2019;3;España;Andalucía;Málaga;83.43;69.84;85.79;86.98
2019;3;España;Andalucía;Sevilla;87.35;70.67;92.29;93.83
2019;3;España;Aragón;Huesca;75.27;73.08;94.8;40.6
2019;3;España;Aragón;Zaragoza;84.35;64.87;95.45;97.29
2019;3;España;Canarias;Las Palmas;86.26;70.04;97.5;83.99
2019;3;España;Canarias;Santa Cruz de Tenerife;84.53;71.27;93.75;80.09
2019;3;España;Cantabria;Cantabria;76.11;68.77;92.65;59.15
2019;3;España;Cataluña;Barcelona;83.1;67.38;82.27;92.84
2019;3;España;Cataluña;Girona;81.97;66.02;85.19;86.43
2019;3;España;Cataluña;Lleida;80.5;60.04;89.16;95.36
2019;3;España;Cataluña;Tarragona;88.65;73.29;91.46;96.91
2019;3;España;Comunidad Foral de Navarra;Navarra;88.71;77.52;90.64;93.03
2019;3;España;Comunidad de Madrid;Madrid;85.32;68.05;92.4;95.11
2019;3;España;Comunitat Valenciana;Alicante/Alacant;77.45;47.78;90.84;83.46
2019;3;España;Comunitat Valenciana;Castellón/Castelló;84.05;68.13;90.76;85.53
2019;3;España;Comunitat Valenciana;Valencia/València;77.26;61.1;80;89.62
2019;3;España;Extremadura;Cáceres;85.75;75.24;94.26;88.61
2019;3;España;Galicia;A Coruña;75.25;47.14;88.18;94.13
2019;3;España;Galicia;Pontevedra;83.29;72.91;82.81;86.31
2019;3;España;Illes Balears;Illes Balears;86.48;70.64;95.92;86.06
2019;3;España;La Rioja;La Rioja;85.83;69.12;89.91;92.48
2019;3;España;País Vasco;Araba/Álava;71.4;60.34;71.37;94.67
2019;3;España;País Vasco;Bizkaia;83.94;67.39;93.47;89.35
2019;3;España;País Vasco;Gipuzkoa;81.88;69.13;92.25;73.85
2019;3;España;Principado de Asturias;Asturias;78.02;63.01;95.08;71.86
2019;3;España;Región de Murcia;Murcia;81.23;62.23;89.44;89.11
2019;3;Estados Unidos de América;Cataluña;Barcelona;84.29;75.97;91.54;76.13
2019;3;Francia;Andalucía;Córdoba;81.31;74.23;94.48;83.55
2019;3;Francia;Andalucía;Málaga;85.94;74.76;92.95;82.49
2019;3;Francia;Andalucía;Sevilla;86.96;77.54;95.55;80.12
2019;3;Francia;Canarias;Las Palmas;83.57;80.06;97.09;74.55
2019;3;Francia;Cataluña;Barcelona;87.29;72.32;95.08;88.28
2019;3;Francia;Comunidad Foral de Navarra;Navarra;80.65;68.12;89.1;83.77
2019;3;Francia;Comunidad de Madrid;Madrid;85.49;72.93;89.95;93.88
2019;3;Francia;Comunitat Valenciana;Alicante/Alacant;86.24;67.82;96.06;88.32
2019;3;Francia;Comunitat Valenciana;Castellón/Castelló;84.93;69.37;91.26;86.98
2019;3;Francia;Comunitat Valenciana;Valencia/València;84.98;72.63;97.18;83.22
2019;3;Francia;Illes Balears;Illes Balears;86.16;71.8;96.13;87.3
2019;3;Francia;País Vasco;Bizkaia;80.07;71.89;90.57;78.93
2019;3;Francia;Región de Murcia;Murcia;67.32;51.18;86.89;60.94
2019;3;Italia;Andalucía;Cádiz;82.87;74.94;91.52;87.37
2019;3;Italia;Andalucía;Córdoba;85.07;71.32;91.73;93.84
2019;3;Italia;Andalucía;Granada;89.1;74.94;98.37;90.46
2019;3;Italia;Andalucía;Sevilla;90.83;79.2;97.19;91.64
2019;3;Italia;Canarias;Las Palmas;83.4;83.8;98.12;55.29
2019;3;Italia;Canarias;Santa Cruz de Tenerife;84.02;79.68;95.3;66.12
2019;3;Italia;Cataluña;Barcelona;89.17;76.68;95.95;89.51
2019;3;Italia;Comunidad de Madrid;Madrid;89.42;73.84;97.07;93.69
2019;3;Italia;Comunitat Valenciana;Alicante/Alacant;82.18;75.53;92.61;66.96
2019;3;Italia;Comunitat Valenciana;Castellón/Castelló;90.05;75.59;96.93;93.16
2019;3;Italia;Comunitat Valenciana;Valencia/València;86.56;70.55;96.78;88.8
2019;3;Italia;Illes Balears;Illes Balears;91.13;75.98;98.65;94.98
2019;3;Noruega;Canarias;Las Palmas;84.46;76.23;97.1;69.83
2019;3;Noruega;Cataluña;Barcelona;87.84;72.46;92.05;95.4
2019;3;Portugal;Cataluña;Barcelona;88.64;75.09;98.34;86.44
2019;3;Portugal;Comunidad de Madrid;Madrid;86.43;69.9;96.7;92.63
2019;3;Reino Unido;Andalucía;Almería;70.9;34.38;92.01;82.39
2019;3;Reino Unido;Andalucía;Cádiz;81.01;62.18;87.66;87.75
2019;3;Reino Unido;Andalucía;Granada;88.5;73.14;96.25;90.74
2019;3;Reino Unido;Andalucía;Málaga;87.35;72.55;94.29;89.18
2019;3;Reino Unido;Andalucía;Sevilla;86.16;71.21;94.13;86.25
2019;3;Reino Unido;Canarias;Las Palmas;85.5;75.28;98.07;73.98
2019;3;Reino Unido;Canarias;Santa Cruz de Tenerife;84.88;69.82;97.72;78.46
2019;3;Reino Unido;Cataluña;Barcelona;86.81;70.45;94.68;89.08
2019;3;Reino Unido;Comunidad de Madrid;Madrid;84.42;68.6;94.17;91.72
2019;3;Reino Unido;Comunitat Valenciana;Alicante/Alacant;86.04;71.44;96.75;83.88
2019;3;Reino Unido;Comunitat Valenciana;Valencia/València;85.2;69.47;95.87;89.75
2019;3;Reino Unido;Illes Balears;Illes Balears;86.84;69.61;95.98;91.46
2019;3;Reino Unido;Región de Murcia;Murcia;83.34;74.71;92.08;82.31
2019;3;Suecia;Canarias;Las Palmas;91.92;80.83;97.75;93.37
2019;3;Suecia;Canarias;Santa Cruz de Tenerife;84.53;80.3;85.78;78.81
2019;3;Suecia;Comunidad de Madrid;Madrid;85.55;63.42;95.23;92.9
2019;3;Suecia;Illes Balears;Illes Balears;79.97;71.54;94.75;60.94
2019;3;Total;Andalucía;Almería;80.77;60.8;92.23;79.46
2019;3;Total;Andalucía;Cádiz;83.86;67.95;94.57;82.07
2019;3;Total;Andalucía;Córdoba;82.49;63.5;91.28;87.97
2019;3;Total;Andalucía;Granada;85.01;67.77;94.48;85.35
2019;3;Total;Andalucía;Huelva;85.84;67.57;94.84;90.74
2019;3;Total;Andalucía;Jaén;78.23;62.44;84.3;91.84
